#AssemblyAccession	AssemblyName	Organism	AssemblyStatus	BioprojectAccession	BioSample	ContigN50	ScaffoldN50	FtpPath
GCF_014529705.1	ASM1452970v1	Bradyrhizobium campsiandrae (a-proteobacteria)	Scaffold	PRJNA224116	SAMN14291063	110456	110456	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/529/705/GCF_014529705.1_ASM1452970v1
GCF_014198315.1	ASM1419831v1	Bradyrhizobium sp. CIR48 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN13190194	478106	533485	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/198/315/GCF_014198315.1_ASM1419831v1
GCF_014198295.1	ASM1419829v1	Bradyrhizobium sp. CIR18 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN13190139	351149	486665	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/198/295/GCF_014198295.1_ASM1419829v1
GCF_014198245.1	ASM1419824v1	Bradyrhizobium sp. cir1 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN13165759	268690	268690	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/198/245/GCF_014198245.1_ASM1419824v1
GCF_014198235.1	ASM1419823v1	Bradyrhizobium sp. ERR14 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN13190041	418972	418972	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/198/235/GCF_014198235.1_ASM1419823v1
GCF_014198205.1	ASM1419820v1	Bradyrhizobium sp. SBR1B (a-proteobacteria)	Scaffold	PRJNA224116	SAMN13190386	377602	401092	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/198/205/GCF_014198205.1_ASM1419820v1
GCF_014197905.1	ASM1419790v1	Bradyrhizobium sp. CIR3A (a-proteobacteria)	Scaffold	PRJNA224116	SAMN13190155	324538	428725	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/197/905/GCF_014197905.1_ASM1419790v1
GCF_014163475.1	ASM1416347v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMD00204447	9432644	9432644	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/163/475/GCF_014163475.1_ASM1416347v1
GCF_014163455.1	ASM1416345v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMD00204446	9109292	9109292	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/163/455/GCF_014163455.1_ASM1416345v1
GCF_014163435.1	ASM1416343v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMD00204445	9535585	9535585	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/163/435/GCF_014163435.1_ASM1416343v1
GCF_014163415.1	ASM1416341v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMD00204444	9177979	9177979	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/163/415/GCF_014163415.1_ASM1416341v1
GCF_013752735.1	ASM1375273v1	Bradyrhizobium japonicum (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN15394813	9226248	9226248	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/752/735/GCF_013752735.1_ASM1375273v1
GCF_013408065.1	ASM1340806v1	Bradyrhizobium sp. IAR9 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN13189942	372140	372140	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/408/065/GCF_013408065.1_ASM1340806v1
GCF_013392765.1	ASM1339276v1	Bradyrhizobium elkanii (a-proteobacteria)	Contig	PRJNA224116	SAMN11491112	74188	74188	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/392/765/GCF_013392765.1_ASM1339276v1
GCF_013392745.1	ASM1339274v1	Bradyrhizobium elkanii (a-proteobacteria)	Contig	PRJNA224116	SAMN11491066	125183	125183	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/392/745/GCF_013392745.1_ASM1339274v1
GCF_013390305.1	ASM1339030v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN15235935	8995154	8995154	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/390/305/GCF_013390305.1_ASM1339030v1
GCF_013240495.1	ASM1324049v1	Bradyrhizobium sp. WBAH10 (a-proteobacteria)	Contig	PRJNA224116	SAMN08719290	299434	299434	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/240/495/GCF_013240495.1_ASM1324049v1
GCF_013179005.1	ASM1317900v1	Bradyrhizobium sp. LMG 8443 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN14852690	199084	200228	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/179/005/GCF_013179005.1_ASM1317900v1
GCF_013178975.1	ASM1317897v1	Bradyrhizobium aeschynomenes (a-proteobacteria)	Contig	PRJNA224116	SAMN14852474	410231	410231	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/178/975/GCF_013178975.1_ASM1317897v1
GCF_013178945.1	ASM1317894v1	Bradyrhizobium aeschynomenes (a-proteobacteria)	Contig	PRJNA224116	SAMN14852462	570436	570436	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/178/945/GCF_013178945.1_ASM1317894v1
GCF_013178925.1	ASM1317892v1	Bradyrhizobium aeschynomenes (a-proteobacteria)	Contig	PRJNA224116	SAMN14852464	563104	563104	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/178/925/GCF_013178925.1_ASM1317892v1
GCF_003183845.2	ASM318384v2	Bradyrhizobium diazoefficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN09205184	9270175	9270175	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/183/845/GCF_003183845.2_ASM318384v2
GCF_013114825.1	ASM1311482v1	Bradyrhizobium australiense (a-proteobacteria)	Contig	PRJNA224116	SAMN14448309	720641	720641	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/114/825/GCF_013114825.1_ASM1311482v1
GCF_013114835.1	ASM1311483v1	Bradyrhizobium archetypum (a-proteobacteria)	Contig	PRJNA224116	SAMN14448121	804703	804703	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/114/835/GCF_013114835.1_ASM1311483v1
GCF_012871055.1	ASM1287105v1	Bradyrhizobium elkanii USDA 61 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMD00067082	9548186	9548186	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/871/055/GCF_012871055.1_ASM1287105v1
GCF_012689435.1	ASM1268943v1	Bradyrhizobium brasilense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN10924276	98915	98915	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/689/435/GCF_012689435.1_ASM1268943v1
GCF_011604665.1	ASM1160466v1	Bradyrhizobium symbiodeficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN14365685	6920286	6920286	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/604/665/GCF_011604665.1_ASM1160466v1
GCF_011604645.1	ASM1160464v1	Bradyrhizobium symbiodeficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN14365434	7005100	7005100	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/604/645/GCF_011604645.1_ASM1160464v1
GCF_011604625.1	ASM1160462v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN14364959	9157024	9157024	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/604/625/GCF_011604625.1_ASM1160462v1
GCF_011602485.1	ASM1160248v1	Bradyrhizobium sp. 1(2017) (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN14355123	7857137	7857137	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/602/485/GCF_011602485.1_ASM1160248v1
GCF_011058295.1	ASM1105829v1	Bradyrhizobium sp. 6(2017) (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN14174716	10014235	10014235	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/058/295/GCF_011058295.1_ASM1105829v1
GCF_010811875.1	ASM1081187v1	Bradyrhizobium uaiense (a-proteobacteria)	Contig	PRJNA224116	SAMN12237784	30938	30938	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/811/875/GCF_010811875.1_ASM1081187v1
GCF_009931255.1	ASM993125v1	Bradyrhizobium sp. LCT2 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN10475296	9434376	9434376	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/931/255/GCF_009931255.1_ASM993125v1
GCF_009930815.1	ASM993081v1	Bradyrhizobium sp. CCBAU 051011 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN03459128	9099371	9099371	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/930/815/GCF_009930815.1_ASM993081v1
GCF_009864815.1	ASM986481v1	Bradyrhizobium japonicum (a-proteobacteria)	Scaffold	PRJNA224116	SAMN13738681	500617	500617	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/864/815/GCF_009864815.1_ASM986481v1
GCF_006519675.2	ASM651967v2	Bradyrhizobium sp. USDA 3458 (a-proteobacteria)	Contig	PRJNA224116	SAMN12129907	59884	59884	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/519/675/GCF_006519675.2_ASM651967v2
GCF_009766005.1	ASM976600v1	Bradyrhizobium sp. S69 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN04219568	94958	338854	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/766/005/GCF_009766005.1_ASM976600v1
GCF_009759865.1	ASM975986v1	Bradyrhizobium pachyrhizi (a-proteobacteria)	Contig	PRJNA224116	SAMN13489116	179470	179470	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/759/865/GCF_009759865.1_ASM975986v1
GCF_009759665.1	ASM975966v1	Bradyrhizobium cajani (a-proteobacteria)	Contig	PRJNA224116	SAMN13489115	179194	179194	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/759/665/GCF_009759665.1_ASM975966v1
GCF_009758375.1	ASM975837v1	Bradyrhizobium yuanmingense (a-proteobacteria)	Contig	PRJNA224116	SAMN13489117	175132	175132	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/758/375/GCF_009758375.1_ASM975837v1
GCF_009720285.1	ASM972028v1	Bradyrhizobium sp. BR2003 (a-proteobacteria)	Contig	PRJNA224116	SAMN11116018	298681	298681	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/720/285/GCF_009720285.1_ASM972028v1
GCF_009176685.1	ASM917668v1	Bradyrhizobium sp. TM102 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMD00179693	7363142	7363142	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/176/685/GCF_009176685.1_ASM917668v1
GCF_009176665.1	ASM917666v1	Bradyrhizobium ottawaense (a-proteobacteria)	Complete Genome	PRJNA224116	SAMD00179679	8442078	8442078	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/176/665/GCF_009176665.1_ASM917666v1
GCF_008932115.1	ASM893211v1	Bradyrhizobium betae (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN12900461	7150095	7150095	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/932/115/GCF_008932115.1_ASM893211v1
GCF_008123965.1	ASM812396v1	Bradyrhizobium hipponense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN12616695	61328	63341	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/123/965/GCF_008123965.1_ASM812396v1
GCF_008123515.1	ASM812351v1	Bradyrhizobium cytisi (a-proteobacteria)	Contig	PRJNA224116	SAMN12600325	126158	126158	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/123/515/GCF_008123515.1_ASM812351v1
GCF_008123425.1	ASM812342v1	Bradyrhizobium rifense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN12600330	145244	152866	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/123/425/GCF_008123425.1_ASM812342v1
GCF_001693515.2	ASM169351v2	Bradyrhizobium paxllaeri (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN05230119	8377719	8377719	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/515/GCF_001693515.2_ASM169351v2
GCF_007993935.1	ASM799393v1	Bradyrhizobium macuxiense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN11532068	441375	449538	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/993/935/GCF_007993935.1_ASM799393v1
GCF_007830635.1	ASM783063v1	Bradyrhizobium huanghuaihaiense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02927902	233198	244862	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/830/635/GCF_007830635.1_ASM783063v1
GCF_007830575.1	ASM783057v1	Bradyrhizobium yuanmingense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02927896	804019	804019	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/830/575/GCF_007830575.1_ASM783057v1
GCF_007830205.1	ASM783020v1	Bradyrhizobium daqingense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN02927912	276349	276349	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/830/205/GCF_007830205.1_ASM783020v1
GCF_007828095.1	ASM782809v1	Bradyrhizobium sacchari (a-proteobacteria)	Scaffold	PRJNA224116	SAMN11532645	706971	975651	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/828/095/GCF_007828095.1_ASM782809v1
GCF_007828015.1	ASM782801v1	Bradyrhizobium sacchari (a-proteobacteria)	Scaffold	PRJNA224116	SAMN11532638	682885	682885	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/828/015/GCF_007828015.1_ASM782801v1
GCF_007827835.1	ASM782783v1	Bradyrhizobium stylosanthis (a-proteobacteria)	Scaffold	PRJNA224116	SAMN11511369	817080	1034218	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/827/835/GCF_007827835.1_ASM782783v1
GCF_005937885.2	ASM593788v2	Bradyrhizobium sp. KBS0727 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN11620956	7308448	7308448	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/937/885/GCF_005937885.2_ASM593788v2
GCF_005937905.2	ASM593790v2	Bradyrhizobium sp. KBS0725 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN11620955	7308410	7308410	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/937/905/GCF_005937905.2_ASM593790v2
GCF_007290395.1	ASM729039v1	Bradyrhizobium cosmicum (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN12262001	7304136	7304136	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/290/395/GCF_007290395.1_ASM729039v1
GCF_006658625.1	ASM665862v1	Bradyrhizobium sp. UNPF46 (a-proteobacteria)	Contig	PRJNA224116	SAMN03770683	92211	92211	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/658/625/GCF_006658625.1_ASM665862v1
GCF_006658635.1	ASM665863v1	Bradyrhizobium sp. UNPA324 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN03770700	397985	7266047	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/658/635/GCF_006658635.1_ASM665863v1
GCF_006539665.1	ASM653966v1	Bradyrhizobium elkanii (a-proteobacteria)	Contig	PRJNA224116	SAMD00097547	107583	107583	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/539/665/GCF_006539665.1_ASM653966v1
GCF_006539645.1	ASM653964v1	Bradyrhizobium japonicum (a-proteobacteria)	Contig	PRJNA224116	SAMD00097546	168333	168333	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/539/645/GCF_006539645.1_ASM653964v1
GCF_006519655.1	ASM651965v1	Bradyrhizobium sp. USDA 3456 (a-proteobacteria)	Contig	PRJNA224116	SAMN12129906	324457	324457	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/519/655/GCF_006519655.1_ASM651965v1
GCF_006483445.1	ASM648344v1	Bradyrhizobium guangdongense (a-proteobacteria)	Contig	PRJNA224116	SAMN08366480	36974	36974	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/483/445/GCF_006483445.1_ASM648344v1
GCF_006459165.1	ASM645916v1	Bradyrhizobium symbiodeficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN12079237	7132395	7132395	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/459/165/GCF_006459165.1_ASM645916v1
GCF_900696085.1	ERZ807199	Bradyrhizobium ivorense (a-proteobacteria)	Contig	PRJNA224116	SAMEA5315725	466280	466280	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/696/085/GCF_900696085.1_ERZ807199
GCF_900696075.1	ERZ807198	Bradyrhizobium ivorense (a-proteobacteria)	Contig	PRJNA224116	SAMEA5315726	253924	253924	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/696/075/GCF_900696075.1_ERZ807198
GCF_005298095.1	ASM529809v1	Bradyrhizobium elkanii (a-proteobacteria)	Contig	PRJNA224116	SAMN11585296	279572	279572	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/298/095/GCF_005298095.1_ASM529809v1
GCF_005165845.1	ASM516584v1	Bradyrhizobium sp. WBAH41 (a-proteobacteria)	Chromosome	PRJNA224116	SAMN08813015	8293920	8294020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/165/845/GCF_005165845.1_ASM516584v1
GCF_005157565.1	ASM515756v1	Bradyrhizobium yuanmingense (a-proteobacteria)	Chromosome	PRJNA224116	SAMN08812861	8288891	8288991	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/157/565/GCF_005157565.1_ASM515756v1
GCF_005157045.1	ASM515704v1	Bradyrhizobium sp. WBAH23 (a-proteobacteria)	Chromosome	PRJNA224116	SAMN08812802	8288234	8288334	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/157/045/GCF_005157045.1_ASM515704v1
GCF_005156885.1	ASM515688v1	Bradyrhizobium sp. WBAH10 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN08812751	8286002	8286002	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/156/885/GCF_005156885.1_ASM515688v1
GCF_005156645.1	ASM515664v1	Bradyrhizobium sp. WBAH33 (a-proteobacteria)	Chromosome	PRJNA224116	SAMN08812866	8293362	8293462	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/156/645/GCF_005156645.1_ASM515664v1
GCF_004022285.3	ASM402228v3	Bradyrhizobium yuanmingense (a-proteobacteria)	Contig	PRJNA224116	SAMN10693296	442607	442607	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/022/285/GCF_004022285.3_ASM402228v3
GCF_004634465.1	ASM463446v1	Bradyrhizobium sp. MOS001 (a-proteobacteria)	Contig	PRJNA224116	SAMN07975002	142074	142074	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/465/GCF_004634465.1_ASM463446v1
GCF_004571025.1	ASM457102v1	Bradyrhizobium niftali (a-proteobacteria)	Contig	PRJNA224116	SAMN11254745	217177	217177	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/571/025/GCF_004571025.1_ASM457102v1
GCF_004571045.1	ASM457104v1	Bradyrhizobium frederickii (a-proteobacteria)	Contig	PRJNA224116	SAMN11254751	328664	328664	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/571/045/GCF_004571045.1_ASM457104v1
GCF_004570865.1	ASM457086v1	Bradyrhizobium frederickii (a-proteobacteria)	Contig	PRJNA224116	SAMN11254746	304001	304001	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/570/865/GCF_004570865.1_ASM457086v1
GCF_004359355.1	ASM435935v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN10141985	8910608	8910608	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/359/355/GCF_004359355.1_ASM435935v1
GCF_004346455.1	ASM434645v1	Bradyrhizobium sp. R2.2-H (a-proteobacteria)	Contig	PRJNA224116	SAMN10361795	417743	417743	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/346/455/GCF_004346455.1_ASM434645v1
GCF_004346395.1	ASM434639v1	Bradyrhizobium sp. Y-H1 (a-proteobacteria)	Contig	PRJNA224116	SAMN10361797	417743	417743	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/346/395/GCF_004346395.1_ASM434639v1
GCF_004296405.1	ASM429640v1	Bradyrhizobium sp. Leo170 (a-proteobacteria)	Contig	PRJNA224116	SAMN08398332	20359	20359	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/296/405/GCF_004296405.1_ASM429640v1
GCF_004212675.1	ASM421267v1	Bradyrhizobium sp. Leo121 (a-proteobacteria)	Contig	PRJNA224116	SAMN08398333	36967	36967	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/212/675/GCF_004212675.1_ASM421267v1
GCF_004212635.1	ASM421263v1	Bradyrhizobium genosp. SA-3 (a-proteobacteria)	Contig	PRJNA224116	SAMN08398334	50475	50475	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/212/635/GCF_004212635.1_ASM421263v1
GCF_004152955.1	ASM415295v1	Bradyrhizobium elkanii (a-proteobacteria)	Contig	PRJNA224116	SAMN10868506	752582	752582	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/152/955/GCF_004152955.1_ASM415295v1
GCF_004123905.1	ASM412390v1	Bradyrhizobium betae (a-proteobacteria)	Contig	PRJNA224116	SAMN06603674	355265	355265	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/123/905/GCF_004123905.1_ASM412390v1
GCF_004114975.1	ASM411497v1	Bradyrhizobium guangdongense (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN02415993	7456045	7456045	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/975/GCF_004114975.1_ASM411497v1
GCF_004114955.1	ASM411495v1	Bradyrhizobium guangzhouense (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN03459144	7158886	7158886	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/955/GCF_004114955.1_ASM411495v1
GCF_004114935.1	ASM411493v1	Bradyrhizobium zhanjiangense (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN03459138	9342022	9342022	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/935/GCF_004114935.1_ASM411493v1
GCF_004114915.1	ASM411491v1	Bradyrhizobium guangxiense (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN02418808	7220948	7220948	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/915/GCF_004114915.1_ASM411491v1
GCF_004114535.1	ASM411453v1	Bradyrhizobium nanningense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN03459137	296098	296098	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/535/GCF_004114535.1_ASM411453v1
GCF_004114485.1	ASM411448v1	Bradyrhizobium zhanjiangense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN03459147	104922	136694	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/485/GCF_004114485.1_ASM411448v1
GCF_004114545.1	ASM411454v1	Bradyrhizobium nanningense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN03459152	227900	262312	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/545/GCF_004114545.1_ASM411454v1
GCF_004114435.1	ASM411443v1	Bradyrhizobium zhanjiangense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN10256286	124185	130874	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/435/GCF_004114435.1_ASM411443v1
GCF_004114475.1	ASM411447v1	Bradyrhizobium guangzhouense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN10256266	233452	233452	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/475/GCF_004114475.1_ASM411447v1
GCF_004114445.1	ASM411444v1	Bradyrhizobium guangzhouense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN10256271	157015	161864	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/445/GCF_004114445.1_ASM411444v1
GCF_004114465.1	ASM411446v1	Bradyrhizobium zhanjiangense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN10256287	293599	304249	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/465/GCF_004114465.1_ASM411446v1
GCF_004114425.1	ASM411442v1	Bradyrhizobium vignae (a-proteobacteria)	Scaffold	PRJNA224116	SAMN10259397	130263	130263	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/425/GCF_004114425.1_ASM411442v1
GCF_003957705.1	ASM395770v1	Bradyrhizobium sp. LVM 105 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN10095282	415026	415026	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/957/705/GCF_003957705.1_ASM395770v1
GCF_003837805.1	ASM383780v1	Bradyrhizobium sp. RP6 (a-proteobacteria)	Contig	PRJNA224116	SAMN10449039	259863	259863	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/837/805/GCF_003837805.1_ASM383780v1
GCF_900324035.1	BRAD3257	Bradyrhizobium vignae (a-proteobacteria)	Complete Genome	PRJNA224116	SAMEA104196492	8156021	8156021	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/324/035/GCF_900324035.1_BRAD3257
GCF_002266465.2	ASM226646v2	Bradyrhizobium symbiodeficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN07448748	7039503	7039503	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/266/465/GCF_002266465.2_ASM226646v2
GCF_002266435.2	ASM226643v2	Bradyrhizobium amphicarpaeae (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN07448754	7044517	7044517	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/266/435/GCF_002266435.2_ASM226643v2
GCF_002278135.2	ASM227813v2	Bradyrhizobium ottawaense (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN07448707	8606328	8606328	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/278/135/GCF_002278135.2_ASM227813v2
GCF_003122645.1	ASM312264v1	Bradyrhizobium sp. SUTN9-2 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN03481567	68679	8060204	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/122/645/GCF_003122645.1_ASM312264v1
GCF_003062295.1	ASM306229v1	Bradyrhizobium algeriense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN08690532	242378	242378	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/062/295/GCF_003062295.1_ASM306229v1
